what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1307768634287
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1307768634287
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1307768634367
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1307768634382
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1307768634423
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1307768634451
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1307768634543
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1307768634648
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1307768634739
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1307768634739
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1307768634791
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1307768634845
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1307768634873
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1307768635002
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1307768635082
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1307768635231
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1307768635276
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1307768635321
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1307768635362
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1307768635395
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1307768635476
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1307768635549
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1307768635581
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1307768635660
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1307768635719
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1307768636197
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1307768636206
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1307768636247
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1307768636323
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1307768636359
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1307768636434
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1307768636462
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1307768636553
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1307768636614
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1307768636705
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1307768636794
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1307768636843
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1307768636972
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1307768637000
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1307768637082
os,sysinfo,,,"win32",1307768637085
arch,sysinfo,,,"x86_64",1307768637085
ws,sysinfo,,,"win32",1307768637085
locale,sysinfo,,,"en_US",1307768637085
processors,sysinfo,,,"8",1307768637085
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1307768637085
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1307768637085
java.specification.name,sysinfo,,,"Java Platform API Specification",1307768637085
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1307768637085
java.specification.version,sysinfo,,,"1.6",1307768637085
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1307768637085
java.version,sysinfo,,,"1.6.0_25",1307768637085
java.vm.info,sysinfo,,,"mixed mode",1307768637085
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1307768637085
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1307768637085
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1307768637085
java.vm.specification.version,sysinfo,,,"1.0",1307768637085
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1307768637085
java.vm.version,sysinfo,,,"20.0-b11",1307768637085
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768637120
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768637143
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1307768637186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768649826
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1307768670290
error,log,,,"loadAndParseRClass: failed to find manifest package for project BMC",1307768670575
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1307768670616
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1307768670617
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1307768670625
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1307768670684
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1307768670724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768671377
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307768671386
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1307768672106
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1307768672133
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1307768675843
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1307768684786
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768684909
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768685127
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1307768685743
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1307768686233
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768702655
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768707860
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768712104
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1307768714457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768722625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768742690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1307768742738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768764746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768767375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768770078
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1307768779624
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1307768780677
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1307768780949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768798049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1307768798116
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1307768799454
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1307768799562
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768799639
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768801674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768805959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768852591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307768852598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768856655
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1307768860563
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1307768865786
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768868103
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768869939
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768895405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768895549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768895986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768905477
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307768906636
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307768914965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768925568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768927342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1307768927348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768939954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768952236
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1307768952243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307768962956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769262462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769460238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769489213
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307769493148
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307769494197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769496951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769498929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1307769498939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769507571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769510898
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1307769518298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769547742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769552698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769552806
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1307769553916
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307769555639
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769556175
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769556284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769559873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769560002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769565282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769567377
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307769568267
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769570296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769592649
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1307769592759
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1307769592918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769593233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769593834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769597442
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307769597834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769599233
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307769603885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307769607940
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1307769610496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769612076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769621854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769626710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769684094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307769762897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772712694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772715634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772748847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772754750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772799943
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1307772802590
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1307772805745
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1307772805798
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1307772805882
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1307772805943
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1307772805945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307772806074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307772807230
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1307772818317
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1307772818346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307772830452
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1307772841942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307772958453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307773002980
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307773022911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307773191672
error,log,,,"Unhandled event loop exception",1307773200806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1307773204636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307773207413
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1307773210875
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1307773211635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773289154
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1307773289164
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1307773291817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773292136
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1307773311580
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1307773317843
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1307773317854
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1307773317947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773318033
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1307773318043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773318323
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1307773334743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773343375
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307773343580
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1307773343829
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1307773343830
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1307773343832
stopped,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1307773343833
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1307773343833
stopped,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1307773343834
stopped,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1307773343834
stopped,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1307773343835
stopped,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1307773343835
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1307773343892
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1307773343893
stopped,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1307773343893
stopped,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1307773343897
stopped,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1307773343921
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1307773343962
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1307773343962
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1307773343963
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1307773343963
stopped,bundle,org.eclipse.jsch.ui,1.1.300.I20100505-1245,"org.eclipse.jsch.ui",1307773343997
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1307773344014
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1307773344014
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1307773344033
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1307773344033
stopped,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1307773344033
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1307773344033
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1307773344041
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1307773344041
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1307773344041
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1307773344062
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1307773344062
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1307773344063
